block_number,experimental_condition,condition_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
1,DFU,DFU9,Insight,I1,correct,68.747099,de ladder ligt op de grond of hij vie vavnl laag,36.6091562,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
1,DFU,DFU11,RAT,R3,correct,66.2982408,sneeuw,20.0006937,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
1,DFU,DFU10,Insight,I9,correct,60.0507996,voor christus kan niet,22.926961,1,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
1,DFU,DFU8,RAT,R12,correct,56.8123971,boerderij,20.0043977,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
2,F,F7,Insight,I2,correct,65.6926899,s,31.7200864,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
2,F,F2,Insight,I12,correct,38.250817,vuur,9.0685761,7,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
2,F,F11,RAT,R10,correct,28.099509,leiband,11.9720735,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
2,F,F6,Insight,I11,correct,36.9817915,temeratuur,48.6694842,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
3,F,F3,RAT,R6,correct,33.4786026,huis,8.1563133,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
3,F,F1,RAT,R11,correct,29.8318703,weegschaal,9.1562751,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
3,F,F5,RAT,R1,correct,30.3163931,feestje,12.5008912,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
3,F,F8,RAT,R9,incorrect,23.3985337,boterhamdoos,12.1373413,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
4,DFU,DFU3,RAT,R8,correct,25.6455537,regen,11.6113975,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
4,DFU,DFU12,Insight,I4,correct,51.4147352,letter m,13.2211498,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
4,DFU,DFU2,Insight,I8,correct,25.8026604,hem>hij>ruben>marit,79.5274627,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
4,DFU,DFU1,Insight,I6,correct,26.0792052,hij is blind en leest braille,45.3348504,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
5,DFU,DFU6,Insight,I7,correct,22.256892,als het meer bevroren is,24.3391896,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
5,DFU,DFU7,RAT,R2,correct,31.811229,nederland,10.0191468,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
5,DFU,DFU5,RAT,R7,correct,24.017029,hout,17.020163,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
5,DFU,DFU4,RAT,R4,correct,24.4638987,water,7.5994874,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
6,F,F10,Insight,I10,correct,22.2822855,gewoon elf,120.0021497,1,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
6,F,F4,Insight,I3,correct,24.9634186,een hart,10.856129,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
6,F,F12,RAT,R5,correct,30.5948876,goud,9.2517932,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
6,F,F9,Insight,I5,correct,23.4312306,wereldbol,120.0036199,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,7a8ee0f8-444b-4ac9-b7f2-6195e3065460
1,DFU,DFU10,Insight,I11,correct,31.6586389,Luchtdruk,84.9546282,7,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
1,DFU,DFU8,RAT,R9,incorrect,46.624697,Brood,7.0426366,1,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
1,DFU,DFU4,RAT,R5,correct,20.4948826,Goud,12.9320613,3,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
1,DFU,DFU2,RAT,R6,correct,17.6699279,deur,7.716735,7,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
2,DFU,DFU7,RAT,R10,correct,13.7689611,idkkk crying emoji,17.706226,2,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
2,DFU,DFU9,Insight,I5,correct,18.6101995,/,110.2210452,7,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
2,DFU,DFU3,Insight,I3,correct,23.8016957,stilte,5.0215826,4,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
2,DFU,DFU6,Insight,I4,correct,32.4689966,de letter m,10.9186102,1,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
3,F,F4,Insight,I6,correct,22.0405013,"hij leest op zijn gsm met licht dus, straling",25.5533168,6,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
3,F,F7,Insight,I7,incorrect,35.9326047,als het bevroren is kun je er makkelijk over lopen,24.3237636,6,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
3,F,F8,RAT,R2,incorrect,18.3612403,ermmm,11.2654017,4,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
3,F,F3,RAT,R11,incorrect,16.0420491,lichaam??,12.4791949,5,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
4,F,F6,RAT,R12,correct,26.0958815,steen,6.4969755,6,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
4,F,F9,RAT,R7,correct,22.6216216,boek,5.4923058,5,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
4,F,F11,Insight,I12,incorrect,19.1630911,een vlam,16.3041986,7,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
4,F,F10,RAT,R1,incorrect,18.3914988,wat te flip,15.9395314,4,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
5,DFU,DFU1,RAT,R4,correct,17.8770774,water,5.8181951,5,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
5,DFU,DFU11,Insight,I8,correct,17.5563453,coach > hem > ruben > marit,44.0091444,2,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
5,DFU,DFU5,RAT,R3,correct,18.4726201,zaag,13.9837275,3,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
5,DFU,DFU12,Insight,I1,correct,17.0072786,de ladder kan 12 meter zijn maar dat betekent niet dat de glazenwasser helemaal van boven is gevallen,39.3813714,2,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
6,F,F2,Insight,I9,incorrect,30.7473563,de mensen die de munt hadden gemaakt konden niet weten dat Jezus nog geboren zou moeten worden ofzo,96.3718954,4,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
6,F,F5,RAT,R8,correct,16.3721454,reiniger,8.3136483,7,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
6,F,F1,Insight,I10,correct,20.7569475,draai de 7 minuten zandloper twee keer om en tel dan nog een minuut verder in je hoofd of wo iets,85.8016633,6,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
6,F,F12,Insight,I2,incorrect,22.3429656,een verlaten woestijnstad,33.4521459,4,18,Man,ASO/doorstroomfinaliteit,6-7 uren,Boven gemiddeld,2a4ddae5-ecc2-4e51-ad62-87f24ee83260
1,F,F7,RAT,R9,incorrect,45.4207532,brood,7.5613747,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
1,F,F6,RAT,R2,correct,30.7185282,Nederland,15.3941968,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
1,F,F11,Insight,I3,correct,37.2935534,stilte,11.6504868,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
1,F,F12,Insight,I12,correct,35.6423312,plant,72.9337179,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
2,F,F8,Insight,I9,correct,24.0953069,In dat jaar had men nog geen munten.,61.9074168,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
2,F,F1,RAT,R5,correct,33.4685763,goudvis,16.5038307,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
2,F,F2,Insight,I7,correct,39.3200217,"Wanneer het water van het meer bevroren is, in de winter dus.",30.2382372,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
2,F,F3,Insight,I1,correct,26.1907475,hij hing nog vast in zijn harnas,30.098455,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
3,DFU,DFU7,Insight,I6,correct,25.822589,"Hij kan zoals sommige dieren goed in  het donker kijken/ hij draa
gt een nachtbril",55.8209993,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
3,DFU,DFU4,RAT,R1,correct,34.4857396,feestje,10.0165598,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
3,DFU,DFU11,RAT,R8,correct,26.2107059,vuur,10.6725804,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
3,DFU,DFU10,Insight,I10,correct,28.069696,kweetniet,120.0129085,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
4,DFU,DFU1,RAT,R10,correct,22.3626019,leidband,20.0150206,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
4,DFU,DFU9,Insight,I4,correct,23.095466,de letter m,12.8680519,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
4,DFU,DFU2,RAT,R3,correct,26.8899203,No Response,20.0125312,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
4,DFU,DFU12,Insight,I11,correct,32.3810442,een wip,85.0072744,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
5,F,F4,RAT,R7,correct,16.3404327,hout,9.1033537,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
5,F,F9,RAT,R12,correct,12.844029,regen,14.9706611,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
5,F,F10,RAT,R11,correct,19.0696371,weegschaal,15.8041811,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
5,F,F5,Insight,I8,correct,15.0928621,"coach >Hem > Ruben > 
Marit",117.6997811,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
6,DFU,DFU5,Insight,I5,correct,26.1933602,wereldbol,61.2886375,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
6,DFU,DFU3,RAT,R4,correct,26.0360286,bloemen,9.5037077,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
6,DFU,DFU8,Insight,I2,correct,37.6538244,landkaart,35.6053717,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
6,DFU,DFU6,RAT,R6,correct,33.6450134,No Response,20.0038686,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,359f50c8-0380-4b26-a71a-ad5e24873e5c
1,DFU,DFU3,RAT,R6,correct,59.9226915,d,20.0150228,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
1,DFU,DFU11,Insight,I12,correct,51.243124,vuur,18.1471222,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
1,DFU,DFU2,Insight,I9,correct,40.0855984,in dat jaar was er nog geen keizer,36.989411,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
1,DFU,DFU6,RAT,R1,correct,37.5643159,gala,13.7335232,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
2,F,F3,RAT,R7,correct,46.1055239,hout,20.0016297,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
2,F,F2,RAT,R10,correct,50.4164769,kliksysteem,12.4436059,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
2,F,F5,RAT,R2,correct,32.4807122,Nederland,20.0041689,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
2,F,F10,Insight,I4,correct,28.1407932,m,18.7719134,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
3,DFU,DFU1,RAT,R12,correct,24.6355372,No Response,20.002187,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
3,DFU,DFU8,RAT,R9,correct,26.0618951,koeken,12.4230078,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
3,DFU,DFU5,Insight,I2,correct,26.3310343,grond,83.686339,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
3,DFU,DFU9,RAT,R5,correct,22.0497573,goudvis,10.548818,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
4,DFU,DFU12,Insight,I7,correct,25.3549482,naar de bodem zwemmen,88.030565,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
4,DFU,DFU7,Insight,I5,correct,22.7785453,"wereld
bol",41.9689946,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
4,DFU,DFU10,RAT,R4,correct,25.3248793,No Response,20.0019072,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
4,DFU,DFU4,Insight,I1,correct,34.8981743,"hij ha
d beschermende kleren aan",89.249507,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
5,F,F7,Insight,I11,incorrect,60.1929627,"de 
zon",40.33749,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
5,F,F6,Insight,I8,correct,29.5241073,coach>Hem>Ruben>Marit,79.4748775,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
5,F,F4,RAT,R11,incorrect,38.1415522,fitness,17.9584904,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
5,F,F1,Insight,I10,correct,23.6266554,eerst de helft van 11 minuten en dqqrbij,120.0010149,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
6,F,F12,Insight,I3,incorrect,54.8072334,een hart,16.9034421,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
6,F,F9,Insight,I6,correct,36.6205768,hij leest een slaap verhaal,63.8318494,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
6,F,F8,RAT,R8,correct,24.380179,brand,10.8490986,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
6,F,F11,RAT,R3,correct,22.9695322,No Response,20.0062084,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,397300aa-cef0-4316-b929-e48b967bd851
1,DFU,DFU2,RAT,R8,correct,40.0737874,huis,13.9562178,1,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
1,DFU,DFU9,Insight,I8,correct,64.2744159,coach>Hem>Ruben>Marit,96.2020553,7,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
1,DFU,DFU3,RAT,R10,correct,30.4896612,wandelen,16.3340313,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
1,DFU,DFU4,Insight,I7,correct,22.1576036,Als het meer ondiep is,55.4863301,5,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
2,F,F9,RAT,R2,correct,48.8725274,zwitserland,19.0505181,1,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
2,F,F12,Insight,I5,correct,76.974152,de zon,91.9133805,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
2,F,F4,Insight,I2,correct,76.4441803,Het menselijk lichaam,91.7691419,1,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
2,F,F3,RAT,R11,incorrect,41.0927221,turnen,12.7700644,7,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
3,F,F7,Insight,I3,correct,86.291991,een hart,10.416525,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
3,F,F10,Insight,I11,correct,71.523042,een berg,49.5679886,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
3,F,F6,Insight,I4,correct,77.4493844,No Response,114.6832471,7,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
3,F,F11,RAT,R9,incorrect,41.0485863,brooddoos,12.1613783,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
4,DFU,DFU5,RAT,R7,correct,24.723802,tuin,16.0190356,7,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
4,DFU,DFU12,RAT,R6,correct,48.6335671,woonkamer,16.7007847,1,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
4,DFU,DFU10,RAT,R1,correct,18.8522604,cafe,12.3540751,1,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
4,DFU,DFU7,Insight,I6,correct,17.6686004,"hij leest in braille, blindenschrift",27.6661029,1,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
5,DFU,DFU8,Insight,I9,incorrect,42.669465,"De keizers geloofden nog in de Romeinse goden, er zou geen voor Chistus mogen opstaan",64.3799502,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
5,DFU,DFU11,Insight,I10,correct,16.65119,Je laat die van 11 minuten lopen en zet die,120.0137478,6,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
5,DFU,DFU1,RAT,R5,correct,20.4214782,goudvis,16.2356321,1,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
5,DFU,DFU6,Insight,I12,correct,32.3494233,vuur,21.2212136,1,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
6,F,F8,Insight,I1,incorrect,42.9853168,zijn val werd gebroken door een beveiligingstouw,96.8863578,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
6,F,F5,RAT,R4,correct,22.3478553,akker,17.8741789,1,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
6,F,F2,RAT,R3,correct,58.6603143,kleding,14.0106819,4,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
6,F,F1,RAT,R12,correct,62.4042482,tuin,7.2561551,7,18,Man,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,702043f7-d146-47fb-92de-0c923dc65db3
1,DFU,DFU10,Insight,I4,correct,38.0266431,de letter m,14.3200497,3,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
1,DFU,DFU5,RAT,R7,correct,32.1823782,boeken,8.6150073,4,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
1,DFU,DFU8,Insight,I9,correct,35.4130702,brons was toen nog niet ontdekt,39.0246551,5,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
1,DFU,DFU7,Insight,I12,correct,23.1137494,vuur,43.8788773,2,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
2,DFU,DFU12,RAT,R8,incorrect,63.122206,damp?ro,20.0007388,2,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
2,DFU,DFU11,RAT,R2,correct,41.0482887,oud,20.0150899,6,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
2,DFU,DFU1,Insight,I11,correct,30.8582456,cijfers,72.7200187,6,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
2,DFU,DFU4,RAT,R11,correct,19.2116145,balans,11.0046219,3,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
3,F,F2,RAT,R9,correct,33.9551547,No Response,20.0062858,4,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
3,F,F7,Insight,I10,incorrect,30.2530553,& tzee,120.0124532,4,20,Vrouw,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,0c320192-1433-46c0-b607-7c06c4a3e07b
